sampn,number_of_vehicles,number_of_workers,count_of_licensed_drivers,list_of_licensed_drivers,accvar1,accvar2,accvar3,accvar4,number_of_part_time_workers,count_of_household_members_over_75,at_least_as_many_cars_as_workers,part_time_workers_per_drivers,greater_than_75_yr_old_per_drivers,number_of_university_students_per_driver,licensed_drivers_under_18_per_driver,children_under_5_per_driver,list_of_income_level,logsum_full_time_worker_under_30k,logsum_students,distance_from_transit_stop_variable
7045121,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
6029316,0,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6029320,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7045131,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6094861,4,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6029327,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6094867,4,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8028180,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
6062101,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6094873,4,1,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0.333333333,0,0
6029345,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6094886,0,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6127656,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8028204,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7045172,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7012406,3,1,4,"[0, 0, 0, 1]",0,0,0,1,1,1,1,0,0,0,2,0,0.5,0,0.25,0.5
7012408,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6029369,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
7012413,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
6029380,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6007478,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6029383,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6029385,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7039671,1,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7052801,1,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5013581,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5013582,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6094940,4,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8028253,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6094942,2,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6062180,1,0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6062183,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
5013608,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6029424,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6029429,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6094968,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7001450,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6094978,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6094982,3,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6094983,4,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6094991,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6062224,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6029457,2,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6062228,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0.5,0,0
5013653,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5029913,6,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6029465,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7017839,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7045276,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6095006,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6029471,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095009,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,1,0,0.5,0,0,0.5
5013667,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7045286,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095015,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6095016,3,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095020,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2
6127790,4,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5013680,2,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,0,0,0,0,0,0.333333333,0
6095025,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1
6095040,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5013697,4,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095051,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5013708,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6127822,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
7045328,4,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
6062290,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6029526,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7012568,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
6029529,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5013725,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6095071,3,1,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7056080,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8028387,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6029545,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7056346,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6029553,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6029554,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
7012596,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6029559,4,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
6062335,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6062345,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6029579,4,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
7012624,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095124,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6062361,6,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6095130,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6095132,4,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6029601,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
9080394,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6095141,2,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6023900,0,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,2
7045421,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.333333333,0
8028462,1,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
5013808,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095154,4,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
7045427,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
8028468,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6062406,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6029642,1,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6029644,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6029646,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
7045176,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7012690,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095188,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5013846,4,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6029655,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6029657,1,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1
6095199,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6029667,2,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,0,0,0,0,0.333333333,0,0
6095207,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6127976,2,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5013866,2,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6062443,3,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
6127980,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6062445,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6095217,1,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7045491,4,2,4,"[0, 0, 0, 1]",0,0,0,1,1,1,1,0,0,1,0,0.25,0,0.25,0.25,0
6127989,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1
7045496,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7012731,3,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013887,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6062470,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
5013895,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
6062472,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8028553,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6062477,1,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6095246,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
5013904,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,3,0,1,0,0,1
6029713,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7050650,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6095265,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6095269,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6062504,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5008114,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8000926,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5013944,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6062522,1,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7012795,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6051233,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013962,3,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5013969,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
6028509,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6062547,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095319,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6062555,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6095326,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7012834,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0.666666667,0,0
7045607,1,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
7045611,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,1,0.5,0.5,0,0,0.5
7045619,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
8017321,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
6095352,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5019215,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5014012,3,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6062589,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095359,1,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
5014016,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
7012865,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095362,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6029827,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
5014022,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.333333333,0
6029832,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,2,0,1,0,0,1
7012874,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
5006122,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
8028687,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7045651,4,1,4,"[0, 0, 0, 1]",0,0,0,1,1,1,1,0,0,0,3,0,0.75,0,0,0.75
6095381,3,3,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,2,0,1,0,0,0,0
6062616,1,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5014042,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6095390,4,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5014049,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095396,1,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
5014053,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0
5014058,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
7012913,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6029875,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6062644,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5014071,0,0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
8017333,3,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5014083,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1
5014084,3,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,1,0,0.333333333,0,0,0.333333333,0
6095429,1,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1
6029894,1,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7054332,6,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,1,0,0.333333333,0,0,0,0
6095436,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6062671,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
7045715,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
6029910,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
5014103,4,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
6029912,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6029412,2,2,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7930458,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7045723,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0.5,0,0,0.5
6029917,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
5014112,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6062690,4,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5014116,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6062699,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6018694,0,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6128240,5,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0.333333333,0,0
8030738,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8028793,3,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
6128250,2,3,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0.5,0,0
6029947,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7001536,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5014147,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0
7930502,2,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6034881,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7045768,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
7045770,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7013004,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095506,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
5014167,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6029976,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6062749,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
5014180,2,3,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,1,3,1,1,0.333333333,0,0,0.333333333
7017080,2,1,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6095530,3,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,0,0,0,0,0.333333333,0,0
5019079,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6023965,3,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5014192,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6018504,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
5018079,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5014196,5,2,3,"[0, 0, 1, 0]",0,0,1,0,1,1,0,0,0,1,0,0.333333333,0,0,0,0
6095541,1,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
5014200,1,0,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6062778,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6062779,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5014205,1,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
5014212,3,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095559,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
5014216,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,2,0,1,0,0,0,0
6030025,1,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
6095564,2,1,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7013069,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
6095567,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5013624,7,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7013074,3,2,4,"[0, 0, 0, 1]",0,0,0,1,1,1,1,0,0,2,0,0.5,0,0.25,0,0
6095571,3,1,1,"[1, 0, 0, 0]",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6095572,2,2,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0.5,0,0,0,0
5014231,2,0,2,"[0, 1, 0, 0]",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
